,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
6457,10357,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,139.2617091,-34.9019495
6458,8004,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5724992,-34.9023945
6459,5765,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8620422,-34.9024265
6460,5865,"Ag, Pb, Sb",Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7611462,-34.9025025
6462,8615,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5172373,-34.9025395
6463,8005,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5738062,-34.9026015
6464,5903,"FELD, TALC",FELD,OCCURRENCE,Abandoned,Low Significance,DINT,138.9094182,-34.9027105
6465,3479,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5489583,-34.9029135
6466,3728,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8312112,-34.6592735
6467,3587,Au,Au,OCCURRENCE,Recreation,Low Significance,VEIN,138.8221282,-34.6594985
6468,3615,"Au, Cu",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8223102,-34.6600245
6469,3724,Au,Au,OCCURRENCE,Recreation,Low Significance,VEIN,138.8194922,-34.6601635
6470,8789,GRVL,GRVL,OCCURRENCE,Rehabilitated,Low Significance,GRVL,138.8655372,-34.6602815
6471,3676,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8403492,-34.6603365
6472,3718,Au,Au,OCCURRENCE,Recreation,Low Significance,VEIN,138.8205202,-34.6604705
6473,3743,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8527642,-34.6606005
6474,3586,Au,Au,OCCURRENCE,Abandoned,Low Significance,CGLM,138.8360292,-34.6623585
6475,3583,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8934102,-34.7451115
6476,3582,"Au, Ag, Cu",Au,OCCURRENCE,Abandoned,Locally Significant,VEIN,138.8933182,-34.7452995
6477,3636,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8929242,-34.7454185
6478,328,"Mo, W",Mo,PROSPECT,Not worked,Low Significance,VEIN,136.3463046,-34.6822164
6479,3645,Au,Au,OCCURRENCE,Abandoned,Low Significance,CGLM,138.8701932,-34.6836715
6480,284,U,U,OCCURRENCE,Not worked,Low Significance,TCTO,135.8395077,-34.6840644
6481,302,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,LOAM,135.7888587,-34.6844924
6482,10995,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.5466571,-34.6846205
6483,3553,GNSS,GNSS,OCCURRENCE,Abandoned,Low Significance,GNSS,138.8483842,-34.6847025
6484,7973,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.7266612,-34.7678955
6485,10758,MIC,MIC,OCCURRENCE,Not worked,Low Significance,FPEG,138.9325582,-34.7684185
6486,6888,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0090662,-34.7684255
6487,1863,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9898242,-34.7686165
6488,5952,"SDST, QTZE",SDST,OCCURRENCE,Ceased,Low Significance,SDST,138.8953672,-34.7687125
6489,3353,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7504402,-34.7692395
6490,7949,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6228143,-34.5408925
6491,8018,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,138.6354333,-34.5415885
6492,11276,SAND,SAND,DEPOSIT,Not worked,Low Significance,SAND,138.6122023,-34.5422995
6493,8795,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,135.9124887,-34.6164644
6494,8060,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,LOAM,138.6907782,-34.6164845
6495,8041,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,LOAM,138.7087692,-34.6165535
6496,6964,"SGRT, CLAY",SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,138.4218643,-34.6167745
6497,7981,TALC,TALC,PROSPECT,Not worked,Low Significance,MTHH,138.9354822,-34.6168165
6498,1707,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1716732,-34.6174765
6499,10313,SIS,SIS,DEPOSIT,Not worked,Low Significance,SAND,137.8999484,-34.6177464
6500,8051,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,LOAM,138.6960862,-34.6177565
6501,3547,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.8064202,-34.6187545
6502,6953,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,138.4254473,-34.6208165
6503,10638,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,139.0081182,-34.6211795
6504,3738,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.7919502,-34.6216045
6505,5819,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,138.8609282,-34.9030585
6506,5852,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8846232,-34.9031115
6507,3604,"MIC, RT",MIC,OCCURRENCE,Abandoned,Low Significance,PEGM,138.9334072,-34.7223565
6508,300,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,135.8287417,-34.7224544
6509,3639,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8532552,-34.7225025
6510,285,"U, U3O8",U,DEPOSIT,Not worked,Low Significance,GNSS,135.8449207,-34.7225314
6511,3585,Au,Au,DEPOSIT,Abandoned,Locally Significant,GRVL,138.8744672,-34.7228865
6512,11720,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,139.5059911,-34.7233035
6513,3690,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8972962,-34.7236915
6514,1699,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2201782,-34.7238165
6515,7431,MHEM,MHEM,PROSPECT,Abandoned,Low Significance,IRSU,138.8686372,-34.7238545
6516,286,"U, U3O8",U,PROSPECT,Not worked,Low Significance,GNSS,135.8483227,-34.7241314
6517,4796,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,138.5402923,-34.7456105
6518,10988,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.5264771,-34.7457795
6519,3691,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7823072,-34.7458845
6520,3606,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,138.9004462,-34.7461585
6521,8736,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,139.8679751,-34.7469125
6522,10991,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.5416411,-34.7469695
6523,5943,Au,Au,OCCURRENCE,Recreation,Locally Significant,ALLV,138.9322662,-34.7470945
6524,5931,"SDST, MIC",SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.9541912,-34.7474105
6525,3584,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8506352,-34.7477905
6526,1846,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9758702,-34.7966465
6527,1862,"CLAY, KAO, SHA",CLAY,DEPOSIT,Active Mine,Locally Significant,REGO,138.9734122,-34.7966875
6528,11737,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.1231843,-34.7967001
6529,1865,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9894842,-34.7700795
6530,1869,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9830792,-34.7710585
6531,1844,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9841472,-34.7711905
6532,1859,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9955572,-34.7716045
6533,8698,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,139.2034072,-34.8149865
6534,1770,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.7495002,-34.8159215
6535,10154,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.1976492,-34.8159945
6536,5840,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.7761662,-34.8161415
6537,8777,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.7617892,-34.8162385
6538,6864,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0017932,-34.8162705
6539,5007,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,135.8435497,-34.8164644
6540,1705,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2413872,-34.6220775
6541,1730,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0857422,-34.6227115
6542,4869,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,REGO,138.9296212,-34.3825135
6543,268,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,135.9697537,-34.3844324
6544,7714,MSLT,MSLT,DEPOSIT,Active Mine,Locally Significant,MSLT,138.8598542,-34.3846145
6545,270,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,PEGM,135.9681447,-34.3864294
6546,5006,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.8920097,-34.3871884
6547,7712,SGRT,SGRT,DEPOSIT,Rehabilitated,Locally Significant,GRIT,138.2486923,-34.3888905
6548,8135,SAND,SAND,OCCURRENCE,Care/ Maintenance,Low Significance,SAND,135.5504568,-34.3892014
6549,1780,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,MTHH,139.1216972,-34.3911695
6550,10884,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,140.8203569,-34.3917366
6551,5145,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,137.7534024,-34.3926294
6552,3558,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8752632,-34.7244215
6553,1734,SDST,SDST,DEPOSIT,Seasonal,Locally Significant,SDST,139.1304242,-34.7244365
6554,1872,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9897602,-34.7897815
6555,1856,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9751202,-34.7902125
6556,10986,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.6019381,-34.7904765
6557,1886,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9753992,-34.7909835
6558,1896,Au,Au,OCCURRENCE,Abandoned,Low Significance,GOSS,138.9688512,-34.7910045
6559,1893,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9735462,-34.7911265
6560,3358,"CLAY, SHA",CLAY,DEPOSIT,Seasonal,Locally Significant,SAND,138.7357392,-34.7915045
6561,1888,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9744122,-34.7918625
6562,9643,HMIN,HMIN,DEPOSIT,Not worked,Locally Significant,SAND,140.0008117,-34.7919696
6563,1762,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.9700232,-34.7973765
6564,1827,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9970742,-34.7989735
6565,6865,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0073432,-34.7991415
6566,6887,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0030802,-34.7991625
6567,236,GRPH,GRPH,DEPOSIT,Care/ Maintenance,Locally Significant,SCHT,135.7019497,-34.7991864
6568,11736,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.4874026,-34.7995456
6569,5859,"CLAY, SHA",CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,138.8233762,-34.8000465
6570,1508,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1520022,-34.8504725
6571,8508,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,137.7631794,-34.8511004
6572,1834,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9821572,-34.8520555
6573,3402,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.7150492,-34.8521505
6574,6876,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,139.0434342,-34.8166775
6575,5764,FEORE,FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.9591672,-34.8167235
6576,5827,"FELD, BRL",FELD,DEPOSIT,Abandoned,Low Significance,PEGM,138.9074952,-34.8167995
6577,7992,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.7145822,-34.8176135
6578,6855,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0165192,-34.8176245
6579,1769,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.7393652,-34.8662325
6580,5896,"TALC, AB",TALC,OCCURRENCE,Abandoned,Low Significance,MTHH,138.9113792,-34.8663205
6581,10669,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,138.7855272,-34.8666175
6582,11472,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5016873,-34.8673295
6583,8695,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,139.1587072,-34.8673865
6584,11489,CALI,CALI,DEPOSIT,Not worked,Low Significance,CALC,139.6642901,-34.8678455
6585,3316,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7413922,-34.8678465
6586,10362,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.7252491,-34.3928165
6587,267,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,136.0593817,-34.3930674
6588,1682,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.2325752,-34.5078755
6589,7775,"SGRT, LMST",SGRT,DEPOSIT,Seasonal,Locally Significant,GRIT,138.3371163,-34.5082195
6590,8856,"HMIN, U",HMIN,OCCURRENCE,Not worked,Low Significance,SAND,135.6187797,-34.5083644
6591,5199,"LSND, LMST",LSND,DEPOSIT,Abandoned,Locally Significant,SAND,137.3430905,-34.5094574
6592,255,Mn,Mn,PROSPECT,Not worked,Low Significance,MNOR,135.8355777,-34.5097794
6593,3629,"SDST, SAND, SIS",SDST,DEPOSIT,Active Mine,Locally Significant,QTZT,138.9448842,-34.5100365
6594,210,MAGS,MAGS,OCCURRENCE,Not worked,Low Significance,MGNM,135.7714247,-34.5110124
6595,1732,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0355592,-34.5118075
6596,354,PHOS,PHOS,DEPOSIT,Abandoned,Low Significance,GUAN,136.2518516,-34.5120834
6597,8134,"GRVL, SAND",GRVL,OCCURRENCE,Care/ Maintenance,Low Significance,GRVL,135.5187998,-34.5122564
6598,3357,"CLAY, SAND, SHA",CLAY,DEPOSIT,Active Mine,Locally Significant,CLST,138.7199882,-34.7920225
6599,1852,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9761012,-34.7921075
6600,5780,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9569332,-34.8399585
6601,5934,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.8091962,-34.8402705
6602,11051,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,139.2064372,-34.8403265
6603,9988,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.5132211,-34.8403685
6604,11202,U,U,OCCURRENCE,Not worked,Low Significance,GNSS,138.8078922,-34.8405195
6605,3295,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.6260242,-34.8409795
6606,3327,"QTZE, LMST",QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7271342,-34.8411335
6607,5936,"TALC, AB",TALC,OCCURRENCE,Abandoned,Low Significance,MTHH,138.9122862,-34.8412735
6608,5783,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8137552,-34.8415245
6609,10603,"SLAT, QTZE, SDST",SLAT,OCCURRENCE,Abandoned,Low Significance,SDST,138.6308042,-34.8420635
6610,7421,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.7736712,-34.8523825
6611,232,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,135.7091697,-34.8524314
6612,5197,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.6785434,-34.8524564
6613,1759,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1453462,-34.8526035
6614,8719,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3150071,-34.8533865
6615,1509,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1513822,-34.8537085
6616,5846,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,138.9122992,-34.8537155
6617,8699,GRNT,GRNT,OCCURRENCE,Recreation,Low Significance,REGO,139.2160071,-34.8539865
6618,7772,NORT,NORT,PROSPECT,Not worked,Low Significance,NORT,139.4436181,-34.6625005
6619,3550,Au,Au,OCCURRENCE,Recreation,Low Significance,VEIN,138.8246122,-34.6625705
6620,3628,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8358972,-34.6636835
6621,3642,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8205982,-34.6645835
6622,11244,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.7674541,-34.8678545
6623,3415,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6561332,-34.8679915
6624,3469,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7396062,-34.8684445
6625,5921,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.7524382,-34.8684805
6626,8693,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,139.0334072,-34.8691865
6627,3330,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7504492,-34.8693995
6628,3588,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8966802,-34.6850335
6629,4772,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6443293,-34.6856445
6630,3651,"FEORE, MHEM",FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.8571512,-34.6866005
6631,3682,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.8782862,-34.6873295
6632,3564,"MIC, BRL",MIC,OCCURRENCE,Abandoned,Low Significance,PEGM,138.9088452,-34.6874065
6633,3734,ILM,ILM,PROSPECT,Not worked,Locally Significant,SDST,138.9111362,-34.6874465
6634,8155,"FEST, GRVL",FEST,OCCURRENCE,Seasonal,Low Significance,IRSU,135.5899717,-34.5478254
6635,11050,MSLT,MSLT,OCCURRENCE,Rehabilitated,Low Significance,MSLT,139.1036002,-34.6229825
6636,3708,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.8482952,-34.6230625
6637,3667,SAND,SAND,PROSPECT,Ceased,Low Significance,SAND,138.8017982,-34.6244865
6638,3737,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,138.8506402,-34.6251775
6639,3593,"SAND, GRVL, SHA, SiO2",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,138.7902142,-34.6253595
6640,10323,"SHA, CALI",SHA,DEPOSIT,Active Mine,Low Significance,CALC,137.6506094,-34.6254064
6641,10996,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.5708571,-34.6257765
6642,332,LSND,LSND,OCCURRENCE,Rehabilitated,Low Significance,SAND,135.4646338,-34.6261014
6643,7980,TALC,TALC,OCCURRENCE,Ceased,Low Significance,MTHH,138.9403442,-34.6266705
6644,7812,SDST,SDST,OCCURRENCE,Ceased,Low Significance,SDST,139.0681862,-34.6270145
6645,7774,"LMST, SAND, SGRT",LMST,DEPOSIT,Seasonal,Locally Significant,GRIT,138.4336333,-34.6276595
6646,10780,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,139.0830312,-34.6276915
6647,304,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,135.8281617,-34.6299464
6648,3344,"SHA, CLAY",SHA,DEPOSIT,Active Mine,Locally Significant,REGO,138.7464912,-34.8420995
6649,9744,GNSS,GNSS,OCCURRENCE,Abandoned,Low Significance,GNSS,139.1413602,-34.8421955
6650,8653,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5696023,-34.8967475
6651,11770,HMIN,HMIN,PROSPECT,Not worked,Low Significance,SAND,140.0621461,-34.8967872
6652,8106,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5758242,-34.8972325
6653,7995,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5778992,-34.8973645
6654,8716,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4052071,-34.8973865
6655,3346,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5693593,-34.8975545
6656,3411,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5440813,-34.8976765
6657,8105,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5702263,-34.8978415
6658,5772,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8658752,-34.8980765
6659,3309,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5767822,-34.8981535
6660,8000,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5749202,-34.8982065
6661,7997,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5715283,-34.8982285
6662,3379,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5687913,-34.8982635
6663,3646,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8212252,-34.6648195
6664,3733,GRPH,GRPH,OCCURRENCE,Abandoned,Low Significance,MTHH,138.9427812,-34.6657155
6665,3716,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,MDLM,138.9104772,-34.6658875
6666,3626,Au,Au,OCCURRENCE,Recreation,Low Significance,VEIN,138.8214912,-34.6659065
6667,3729,TALC,TALC,OCCURRENCE,Abandoned,Low Significance,MTHH,138.9056732,-34.6659845
6668,9127,"Cu, Au, Ni, PTM",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.2854222,-34.6660585
6669,11745,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.515222,-34.6661766
6670,3580,Au,Au,OCCURRENCE,Recreation,Low Significance,ALLV,138.9240092,-34.7488385
6671,10643,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,139.0432832,-34.7490555
6672,352,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,GUAN,135.9550967,-34.7491304
6673,338,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.8906427,-34.7494384
6674,5781,Au,Au,OCCURRENCE,Not worked,Low Significance,ALLV,138.8049242,-34.7498595
6675,5787,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8935892,-34.7509755
6676,293,GRVL,GRVL,PROSPECT,Rehabilitated,Low Significance,GRVL,135.7721887,-34.6876044
6677,1693,"KAO, SDST",KAO,OCCURRENCE,Abandoned,Low Significance,REGO,139.0292312,-34.6876105
6678,3704,"CLAY, FELD, KAO, MIC, RT, SILL",CLAY,DEPOSIT,Ceased,Low Significance,MTHH,138.9193002,-34.6883075
6679,3714,Cu,Cu,DEPOSIT,Abandoned,Locally Significant,MTHH,138.9021412,-34.6903325
6680,8743,Fe,Fe,DEPOSIT,Not worked,Locally Significant,BIFM,135.7299627,-34.6906314
6681,1840,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9772972,-34.7718695
6682,3360,"SAND, SHA",SAND,OCCURRENCE,Rehabilitated,Low Significance,SHLE,138.7332132,-34.7719845
6683,1504,U,U,OCCURRENCE,Not worked,Low Significance,PEGM,139.1567512,-34.7727415
6684,6885,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0055432,-34.7740485
6685,1857,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9772572,-34.7744715
6686,1838,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.9727012,-34.7754675
6687,7952,"SAND, SHA",SAND,DEPOSIT,Active Mine,Locally Significant,LOAM,138.6202713,-34.6300935
6688,8852,"Cu, Ag, Pb",Cu,OCCURRENCE,Not worked,Low Significance,IRSU,139.2087712,-34.3934675
6689,1643,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,139.1254382,-34.3941125
6690,6724,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.577569,-34.3946706
6691,10688,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.7432153,-34.3949595
6692,1653,ASBT,ASBT,DEPOSIT,Abandoned,Low Significance,MTHH,139.1133372,-34.3953695
6693,1631,TALC,TALC,OCCURRENCE,Abandoned,Low Significance,MTHH,139.1145312,-34.3954775
6694,11108,"KAO, CLAY",KAO,OCCURRENCE,Abandoned,Low Significance,CLYR,135.4678608,-34.3958064
6695,9761,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,139.1103812,-34.3962255
6696,1632,BAR,BAR,DEPOSIT,Abandoned,Locally Significant,QBAU,139.0739202,-34.3971895
6697,7612,GYPS,GYPS,OCCURRENCE,Ceased,Low Significance,GPSM,139.6769901,-34.3972635
6698,8904,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,138.8377572,-34.3977645
6699,8001,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5776462,-34.8985315
6700,7990,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5419683,-34.8988055
6701,4768,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5556353,-34.7246475
6702,3560,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7969602,-34.7248325
6703,301,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,135.8074677,-34.7248524
6704,3677,Au,Au,OCCURRENCE,Recreation,Low Significance,ALLV,138.9329882,-34.7252695
6705,3570,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8959182,-34.7259065
6706,4782,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,138.5108473,-34.7259905
6707,334,"GNSS, GRNT",GNSS,DEPOSIT,Active Mine,Locally Significant,GRNT,135.8215857,-34.7262984
6708,3719,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8883132,-34.7265415
6709,11190,SDST,SDST,PROSPECT,Not worked,Low Significance,SDST,138.7167272,-34.7268065
6710,10009,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.7467897,-34.7285834
6711,8150,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,135.8020627,-34.7291334
