,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
4216,6881,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0030692,-34.7814905
4217,10555,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,137.0577446,-33.4088724
4218,8943,"Ni, Cr, REE",Ni,OCCURRENCE,Not worked,Low Significance,AMPH,136.3808627,-33.4091464
4219,11691,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,139.3656992,-33.4108055
4220,8600,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.3624554,-33.4127724
4221,9765,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5603623,-33.4133985
4222,7164,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9380196,-33.5031424
4223,8409,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9326396,-33.5032264
4224,10343,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.0673291,-33.5036985
4225,8411,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9328666,-33.5037634
4226,3850,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0698163,-33.5041745
4227,8532,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.1957624,-33.5048584
4228,9924,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5613833,-33.5055675
4229,10177,"SAND, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6294573,-33.5056265
4230,7201,Fe,Fe,DEPOSIT,Active Mine,Locally Significant,METL,137.1066126,-33.1909334
4231,3056,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,137.1764056,-33.1916814
4232,9876,SAND,SAND,PROSPECT,Abandoned,Low Significance,SAND,138.0809404,-33.1928914
4233,11246,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.9797384,-33.1935254
4234,11692,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.3934402,-33.1942295
4235,10698,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,135.9366917,-33.1946644
4236,8556,QTZE,QTZE,PROSPECT,Abandoned,Low Significance,QTZT,138.5523404,-33.1948575
4237,10221,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,136.4820427,-33.1958584
4238,11693,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.4374432,-33.1960515
4239,4081,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0659853,-33.5740325
4240,3949,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0666873,-33.5740375
4241,9829,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,139.1347353,-33.2073625
4242,11198,Fe,Fe,PROSPECT,Not worked,Low Significance,BIFM,137.1193076,-33.2077864
4243,4053,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.6244233,-33.2082475
4244,7692,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.0819254,-33.2084214
4245,10263,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.6342783,-33.2087505
4246,7060,"CLAY, SHA",CLAY,PROSPECT,Abandoned,Low Significance,CLYS,137.9857644,-33.2102884
4247,10282,"CLAY, SLST",CLAY,OCCURRENCE,Seasonal,Low Significance,CLYR,138.8937153,-33.2106645
4248,8612,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2582794,-33.2112584
4249,10264,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.7462193,-33.2147075
4250,6189,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.2122244,-33.2153784
4251,9639,QTZE,QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,138.5754054,-33.2160025
4252,641,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,139.2724592,-33.5830895
4253,4032,Au,Au,OCCURRENCE,Abandoned,Low Significance,GRVL,139.1769922,-33.5834335
4254,3372,"SALT, SGRT",SALT,OCCURRENCE,Ceased,Low Significance,EVAP,138.5768803,-34.8277495
4255,3365,"DOL, MAGS, QTZE, SDST",DOL,OCCURRENCE,Rehabilitated,Low Significance,DLOM,138.7432592,-34.8278995
4256,3404,"Pb, Ag, Au, Co, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7440152,-34.8846955
4257,5863,"Cu, Ag, Au, Co, Ni",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7635202,-34.8849305
4258,10739,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7680202,-34.8851405
4259,3423,"QTZE, SDST",QTZE,OCCURRENCE,Abandoned,Low Significance,SDST,138.7219542,-34.8861055
4260,10740,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7630792,-34.8862765
4261,3471,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7485632,-34.8864025
4262,3403,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7414482,-34.8865415
4263,5057,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.6989054,-34.8866624
4264,8534,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,138.1720604,-33.5056714
4265,7147,JADE,JADE,OCCURRENCE,Abandoned,Locally Significant,MTHH,136.9308686,-33.5058684
4266,7148,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9305616,-33.5065954
4267,7149,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9301416,-33.5070524
4268,9697,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.3341374,-33.5284344
4269,11595,Au,Au,OCCURRENCE,Not worked,Low Significance,,139.2888342,-33.5285785
4270,7228,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,136.9459116,-33.5287184
4271,3769,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5980683,-33.5287785
4272,11263,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5980683,-33.5287785
4273,9666,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.8825853,-33.5287895
4274,3961,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0683023,-33.5299705
4275,10492,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.8985973,-33.5300545
4276,3878,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0680353,-33.5742045
4277,3951,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0659523,-33.5743125
4278,9550,"Th, Ag, Au, Mo",Th,OCCURRENCE,Not worked,Low Significance,FBRC,136.4950416,-33.5744734
4279,8593,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.4023184,-33.5755415
4280,460,Fe,Fe,PROSPECT,Not worked,Low Significance,TCTO,136.3468797,-33.5758244
4281,3810,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0668353,-33.5758545
4282,3855,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0670203,-33.5772095
4283,3804,DOL,DOL,OCCURRENCE,Seasonal,Locally Significant,DLOM,138.7063323,-33.5779465
4284,4057,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9634863,-33.2867235
4285,7259,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,137.9112164,-33.2873764
4286,3999,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0683453,-33.5835155
4287,3869,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.1012342,-33.5841875
4288,9423,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,136.7781716,-33.5867704
4289,9601,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,136.5264486,-33.5868064
4290,7218,"MAGS, ASBT",MAGS,OCCURRENCE,Abandoned,Low Significance,MGNM,136.6210746,-33.5872364
4291,3841,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0682903,-33.5879155
4292,3946,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.0730153,-33.5886205
4293,9417,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,136.6167916,-33.5887344
4294,3948,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0690533,-33.5887645
4295,3914,"Mn, Co, REE",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,139.1954883,-33.3072705
4296,7238,"COAL, OSH",COAL,DEPOSIT,Not worked,Locally Significant,LIGN,137.3322175,-33.3077144
4297,11070,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,139.2155622,-33.3089865
4298,7963,"SHA, CLAY, GRVL, LMST, SAND, SDST",SHA,DEPOSIT,Active Mine,Locally Significant,REGO,138.7834212,-34.7084495
4299,3663,MIC,MIC,OCCURRENCE,Abandoned,Low Significance,PEGM,138.9362602,-34.7086105
4300,8061,"ALU, LMST",ALU,PROSPECT,Abandoned,Locally Significant,RESI,137.8762684,-34.7086264
4301,6884,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0115822,-34.7835195
4302,11650,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.2772491,-34.7835215
4303,11733,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,139.8474911,-34.7836491
4304,3312,SHA,SHA,DEPOSIT,Seasonal,Locally Significant,REGO,138.7363902,-34.7836735
4305,5857,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8059902,-34.7838665
4306,1870,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9779922,-34.7838875
4307,1878,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9726242,-34.7841915
4308,3430,"SDST, CLAY",SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.7100202,-34.7849835
4309,3962,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0599003,-33.5324225
4310,9515,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6879533,-33.5326915
4311,10344,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.0371521,-33.5357565
4312,3956,CLAY,CLAY,PROSPECT,Abandoned,Low Significance,CLYS,139.2050432,-33.6387615
4313,7057,"Cu, GRPH, U",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7366566,-33.6393234
4314,471,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,IRSU,136.4930316,-33.6416044
4315,11663,Ag,Ag,OCCURRENCE,Not worked,Low Significance,CASI,139.5639732,-33.6418525
4316,10720,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.8826143,-33.6422255
4317,10300,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5993063,-33.6422765
4318,8442,"Zn, Pb",Zn,OCCURRENCE,Not worked,Low Significance,MSED,136.5033116,-33.6437344
4319,7072,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,MTHH,136.7146036,-33.6450334
4320,8254,GYPS,GYPS,PROSPECT,Abandoned,Low Significance,GPSM,137.8503464,-33.6466964
4321,7239,"Cu, Bi",Cu,OCCURRENCE,Abandoned,Low Significance,FBRC,137.2933035,-33.2896954
4322,10341,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.2339201,-33.2906285
4323,9325,"REE, Co, Mn",REE,OCCURRENCE,Not worked,Low Significance,MNOR,139.2150332,-33.2910455
4324,10629,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.1766224,-33.2918384
4325,11074,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,REGO,139.1871973,-33.2959765
4326,10034,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,134.9761629,-33.2966853
4327,9651,GRPH,GRPH,DEPOSIT,Not worked,Locally Significant,SCHT,136.4440117,-33.2968664
4328,9408,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.2556304,-33.2975724
4329,9798,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.2185304,-33.2990054
4330,10285,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,138.8642753,-33.4852825
4331,3851,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0677363,-33.4854655
4332,642,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,138.9906933,-33.3090295
4333,11802,Fe,Fe,OCCURRENCE,Not worked,Low Significance,GNSS,135.9025377,-33.3090554
4334,9324,"Mn, Co, REE",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,139.2700712,-33.3097965
4335,9401,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.6812973,-33.3098225
4336,10630,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.2172174,-33.3115974
4337,11253,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0112123,-33.3132125
4338,10101,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.8777113,-33.3157165
4339,7948,"SDST, SLST",SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.3999534,-33.3160095
4340,8604,GRVL,GRVL,OCCURRENCE,Rehabilitated,Low Significance,GRVL,138.4407394,-33.3167665
4341,8176,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,136.9402716,-33.4930974
4342,10814,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0836793,-33.4933975
4343,3969,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,139.0572593,-33.4935095
4344,7124,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.9399626,-33.4937334
4345,1842,"CLAY, SHA",CLAY,DEPOSIT,Seasonal,Low Significance,REGO,138.9760182,-34.7822035
4346,1900,"Au, CLAY",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9756392,-34.7830355
4347,5782,"QTZE, SDST",QTZE,PROSPECT,Abandoned,Low Significance,SDST,138.7586872,-34.7834555
4348,3366,"DOL, MAGS",DOL,OCCURRENCE,Rehabilitated,Low Significance,DLOM,138.7452042,-34.8260665
4349,6861,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0084432,-34.8261165
4350,3442,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.7147842,-34.8261375
4351,8021,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,138.7123192,-34.8263165
4352,3449,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.7467942,-34.8263385
4353,6868,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0076692,-34.8264645
4354,5799,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9873092,-34.8274825
4355,6860,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0112502,-34.8276055
4356,5825,SLAT,SLAT,PROSPECT,Abandoned,Low Significance,SLAT,138.8788592,-34.8277045
4357,8540,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.1916172,-33.6472995
4358,10286,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0794342,-33.6489575
4359,9333,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.4445497,-33.6502974
4360,3817,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7141243,-33.4150215
4361,3892,FEORE,FEORE,OCCURRENCE,Abandoned,Low Significance,IRSU,138.7186453,-33.4161515
4362,11683,"Cu, PTM",Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.5661863,-33.4173135
4363,10718,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,139.0455653,-33.4178685
4364,8572,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.1238364,-33.4181944
4365,8555,QTZE,QTZE,PROSPECT,Abandoned,Low Significance,QTZT,138.4710744,-33.4192335
4366,9663,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7567153,-33.4207135
4367,9277,"Mn, Zn",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.8542496,-33.4210994
4368,11642,"Ag, Co",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,139.6427712,-33.4226445
4369,7262,CLAY,CLAY,PROSPECT,Not worked,Low Significance,REGO,136.7967596,-33.4857934
4370,475,"GRPH, Co, Cu",GRPH,PROSPECT,Not worked,Low Significance,SCHT,136.3287037,-33.4868444
4371,7162,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9315236,-33.4869214
4372,3805,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7338093,-33.4869315
4373,7074,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9315296,-33.4871924
4374,7076,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9312156,-33.4875574
4375,7077,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9310056,-33.4878314
4376,8403,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9305856,-33.4882884
4377,7078,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9301696,-33.4889264
4378,8895,"U, U3O8",U,DEPOSIT,Not worked,Significant to SA,SAND,137.4029325,-33.1960904
4379,10026,"Fe, MSLT, SAND",Fe,OCCURRENCE,Not worked,Low Significance,IRSM,138.4551874,-33.1961165
4380,9276,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.0508196,-33.4938414
4381,7156,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9474996,-33.4938854
4382,7125,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9406116,-33.4939034
4383,11305,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.9974784,-33.4939064
4384,7126,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9408296,-33.4939904
4385,8091,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,135.3304548,-33.4940583
4386,7157,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9460036,-33.4943594
4387,7127,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9392256,-33.4944664
4388,9493,"SLST, SAND",SLST,OCCURRENCE,Seasonal,Low Significance,SLST,138.4548294,-33.2160355
4389,10265,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.0227824,-33.2163054
4390,10697,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSA,136.3633517,-33.2170574
4391,8557,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.6695583,-33.2172165
4392,9494,SLST,SLST,OCCURRENCE,Seasonal,Low Significance,SLST,138.4728734,-33.2179345
4393,3342,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7348412,-34.8871695
4394,7423,SHA,SHA,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.8507262,-34.8873245
4395,11191,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.8626072,-34.8874465
4396,1777,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.8577492,-34.7049105
4397,3603,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,138.8253252,-34.7049675
4398,3637,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.8539092,-34.7056545
4399,7781,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,137.5948784,-34.7056644
4400,3670,CLAY,CLAY,OCCURRENCE,Recreation,Low Significance,MTHH,138.9283632,-34.7056815
4401,9320,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.6937477,-34.7064284
4402,8542,"SDST, LMST, SLST",SDST,OCCURRENCE,Seasonal,Low Significance,SDST,139.0465762,-34.7066435
4403,3591,"Au, Cu",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8286322,-34.7072135
4404,9285,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.5448463,-33.4265445
4405,9415,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.8420136,-33.4298494
4406,3838,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,138.1508674,-33.4299074
4407,8582,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.4309994,-33.5072585
4408,7150,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9297286,-33.5078704
4409,7114,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9235996,-33.5081464
4410,7152,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9293066,-33.5082374
4411,7115,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9238186,-33.5083234
4412,7116,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9232866,-33.5086024
4413,7153,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9284556,-33.5087014
4414,8589,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.4931783,-33.5087345
4415,7117,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9231866,-33.5089644
4416,9477,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.3900695,-33.1963384
4417,10693,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.4472184,-33.1975235
4418,9729,BAS,BAS,OCCURRENCE,Abandoned,Low Significance,MBAS,136.0003377,-33.1981834
4419,9825,"DIA, GYPS",DIA,OCCURRENCE,Not worked,Low Significance,KIMB,138.9621433,-33.2002145
4420,9261,COAL,COAL,OCCURRENCE,Not worked,Low Significance,LIGN,140.2536911,-33.2010025
4421,7699,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.0820344,-33.2019334
4422,8486,"Cu, KAO, Mo",Cu,OCCURRENCE,Not worked,Low Significance,GREI,139.4522452,-33.2033555
4423,3813,SLST,SLST,OCCURRENCE,Rehabilitated,Low Significance,MSLT,138.5541624,-33.2045415
4424,7688,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.9793894,-33.2053374
4425,8812,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.0837424,-33.2053994
4426,9614,"Cu, Ag, Pb, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,136.9068436,-33.5784724
4427,9539,Au,Au,DEPOSIT,Seasonal,Low Significance,VEIN,139.0664473,-33.5787335
4428,9557,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.1636924,-33.2186534
4429,9016,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.2633887,-33.2199164
4430,8198,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.4314875,-33.2203314
4431,10811,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.2913782,-33.2206065
4432,8538,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,136.3328407,-33.2216264
4433,7251,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,137.9879384,-33.2220884
4434,10893,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.0760364,-33.2232314
4435,3899,"FEORE, Fe, PHOS, REE",FEORE,PROSPECT,Abandoned,Locally Significant,IRSU,138.3875214,-33.2234464
4436,7293,"Mn, DOL, Th, U",Mn,PROSPECT,Abandoned,Low Significance,MNOR,136.7867076,-33.5890974
4437,9422,"QTZE, KAO",QTZE,OCCURRENCE,Seasonal,Low Significance,QTZT,136.8340536,-33.5904844
4438,9300,"SAND, GRVL",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.4021924,-33.5905625
4439,4077,Au,Au,OCCURRENCE,Seasonal,Low Significance,VEIN,139.0689303,-33.5920465
4440,9284,"DOL, Cu",DOL,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5711773,-33.5146665
4441,8090,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,135.4118408,-33.5153443
4442,4066,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.5790163,-33.5160905
4443,9511,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.8600073,-33.5172865
4444,9672,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.6006123,-33.5173335
4445,1046,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,136.8961896,-33.5174064
4446,10302,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.1328792,-33.5180195
4447,3853,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.6548013,-33.5188875
4448,10714,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0661293,-33.6130655
4449,7175,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7662216,-33.6141064
4450,477,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,PEGM,136.3778857,-33.6149844
4451,10416,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.5892776,-33.6160554
4452,10415,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.5627646,-33.6162134
4453,7119,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9228656,-33.5090594
4454,4040,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0698233,-33.5093065
4455,3976,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1385112,-33.5365545
4456,7184,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,MTHH,136.7462396,-33.5371064
4457,9608,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0877693,-33.5374485
4458,455,Pb,Pb,OCCURRENCE,Not worked,Low Significance,SCHT,136.3323927,-33.5375624
4459,7677,"SALT, SAND",SALT,OCCURRENCE,Care/ Maintenance,Low Significance,EVAP,138.0211464,-33.5376394
4460,4893,U,U,OCCURRENCE,Not worked,Low Significance,IRSU,136.2879067,-33.5378424
4461,9606,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0609433,-33.5382045
4462,3995,QTZE,QTZE,DEPOSIT,Seasonal,Locally Significant,QTZT,138.2297414,-33.5394314
4463,9266,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,136.7439476,-33.5413864
4464,3997,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0597463,-33.5418125
4465,3849,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,139.0495853,-33.5488975
4466,3862,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0555513,-33.5539915
4467,10107,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.2262954,-33.5546354
4468,3877,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0600363,-33.5549725
4469,4015,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0484113,-33.5550215
4470,9516,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.9275853,-33.5555705
4471,3881,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0600363,-33.5568535
4472,4900,COAL,COAL,DEPOSIT,Not worked,Locally Significant,COAL,135.5840458,-33.5570894
